Timestamp,Source,Message Type,Data
2022-01-17 11:05:41.621294,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 11:14:24.142395,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 11:17:56.054905,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 11:21:57.743600,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 11:22:16.493466,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 13:16:15.289782,Controller,INFO,USER UP
2022-01-17 13:16:15.299747,Controller,INFO,BAGGING UP
2022-01-17 13:16:20.644255,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-17 13:16:20.651801,USER INTERFACE,INFO,SHUTTING
2022-01-17 13:16:20.664128,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 13:16:20.684524,Controller,WARNING,TRYING ASYNC CLOSE OF SLICER
2022-01-17 15:05:34.478787,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:07:09.081975,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:09:37.825091,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:13:54.562386,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:15:36.507401,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:19:55.334966,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:26:30.966127,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:27:04.015861,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:30:07.865900,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:32:47.283938,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:36:08.818212,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:39:04.846247,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:41:56.943947,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:42:39.150202,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:43:05.011744,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:45:41.064359,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:47:23.501656,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:48:07.119793,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:49:02.294170,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:50:38.191352,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:54:22.148810,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 15:58:53.297712,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:03:04.095588,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:16:37.313133,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:17:30.761999,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:21:28.482415,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:28:23.934318,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:29:50.879749,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:31:25.110908,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:40:50.504833,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:41:50.648269,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:45:02.839117,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:54:07.377298,Controller,WARNING,TRYING ASYNC CLOSE OF USER
2022-01-17 16:59:35.837615,Controller,INFO,USER UP
2022-01-17 16:59:35.849011,Controller,INFO,BAGGING UP
2022-01-17 16:59:35.860050,Controller,INFO,SLICER UP
2022-01-17 16:59:35.865425,Controller,INFO,LOAF Q UP
2022-01-17 16:59:35.878320,USER INTERFACE,INFO,STARTING
