Timestamp,Source,Message Type,Data
2021-12-20 16:35:02.747092,user,INFO,PUT BREAD IN
2021-12-20 16:35:02.750884,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:35:02.753334,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:35:08.406892,Controller,INFO,ALL IS WELL
2021-12-20 16:35:08.748451,user,INFO,PUT BREAD IN
2021-12-20 16:35:08.751495,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:35:08.753920,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:35:10.408942,Controller,INFO,Beginning execution
2021-12-20 16:35:12.412315,USER INTERFACE,INFO,STARTING
2021-12-20 16:36:05.212332,user,INFO,PUT BREAD IN
2021-12-20 16:36:09.215179,user,INFO,PUT BREAD IN
2021-12-20 16:36:13.217393,user,INFO,PUT BREAD IN
2021-12-20 16:36:17.217604,user,INFO,PUT BREAD IN
2021-12-20 16:36:19.217214,user,INFO,PUT BREAD IN
2021-12-20 16:36:23.218138,user,INFO,PUT BREAD IN
2021-12-20 16:36:23.221450,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:36:23.224267,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:36:26.874688,Controller,INFO,ALL IS WELL
2021-12-20 16:36:27.218598,user,INFO,PUT BREAD IN
2021-12-20 16:36:27.222114,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:36:27.224828,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:36:28.876974,Controller,INFO,Beginning execution
2021-12-20 16:36:29.218601,user,INFO,PUT BREAD IN
2021-12-20 16:36:29.221883,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:36:29.224735,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:36:30.881183,USER INTERFACE,INFO,STARTING
2021-12-20 16:36:31.219031,user,INFO,PUT BREAD IN
2021-12-20 16:36:31.222805,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2021-12-20 16:36:31.226506,USER INTERFACE,INFO,CHOOSING BREAD
2021-12-20 16:36:37.217255,user,INFO,PUT BREAD IN
2021-12-20 16:36:37.220143,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
