Timestamp,Source,Message Type,Data
1638807482.317172,Controller,INFO,ALL IS WELL
1638807484.3214066,Controller,INFO,Beginning execution
1638807486.3251154,USER INTERFACE,INFO,STARTING
1638809060.6181266,user,INFO,PUT BREAD IN
1638809060.6228855,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809060.6295807,USER INTERFACE,INFO,CHOOSING BREAD
1638809062.6142151,user,INFO,PUT BREAD IN
1638809062.617076,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809062.619304,USER INTERFACE,INFO,CHOOSING BREAD
1638809084.304052,USER INTERFACE,INFO,CHOOSING BREAD
1638809086.0053704,user,INFO,PUT BREAD IN
1638809086.0093033,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809086.0153532,USER INTERFACE,INFO,CHOOSING BREAD
1638809090.0043004,user,INFO,PUT BREAD IN
1638809090.0073695,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809090.0176356,USER INTERFACE,INFO,CHOOSING BREAD
1638809090.6391125,Controller,INFO,ALL IS WELL
1638809128.4292445,Controller,INFO,ALL IS WELL
1638809130.4312148,Controller,INFO,Beginning execution
1638809132.4338212,USER INTERFACE,INFO,STARTING
1638809135.892228,user,INFO,PUT BREAD IN
1638809135.8931117,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809135.8960214,USER INTERFACE,INFO,CHOOSING BREAD
1638809136.1098268,Bagging Interface,INFO,Successfully bagged White
1638809188.005222,user,INFO,PUT BREAD IN
1638809188.0080476,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809188.0239732,USER INTERFACE,INFO,CHOOSING BREAD
1638809190.7274992,Controller,INFO,ALL IS WELL
1638809192.0051649,user,INFO,PUT BREAD IN
1638809192.0092666,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809192.0261781,USER INTERFACE,INFO,CHOOSING BREAD
1638809192.730189,Controller,INFO,Beginning execution
1638809194.7315323,USER INTERFACE,INFO,STARTING
1638809198.004949,user,INFO,PUT BREAD IN
1638809198.0080166,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809198.0161462,USER INTERFACE,INFO,CHOOSING BREAD
1638809198.224626,Bagging Interface,INFO,Successfully bagged White
1638809200.0041418,user,INFO,PUT BREAD IN
1638809200.0074632,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809200.016848,USER INTERFACE,INFO,CHOOSING BREAD
1638809200.2258432,Bagging Interface,INFO,Successfully bagged White
1638809202.004447,user,INFO,PUT BREAD IN
1638809202.0070186,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809202.0166683,USER INTERFACE,INFO,CHOOSING BREAD
1638809202.2255797,Bagging Interface,INFO,Successfully bagged White
1638809204.003984,user,INFO,PUT BREAD IN
1638809204.0070815,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
1638809204.0188,USER INTERFACE,INFO,CHOOSING BREAD
1638809204.2199104,Slicing Interface,ERROR,HAND DETECTED NEAR BLADES
1638809204.2235355,Controller,WARNING,STOPPING EXECUTION
1638809204.2371538,USER INTERFACE,INFO,SWITCHING TO ERROR
