Timestamp,Source,Message Type,Data
2022-01-04 19:56:31.644767,user,INFO,PUT BREAD IN
2022-01-04 19:56:34.496897,user,INFO,PUT BREAD IN
2022-01-04 19:56:37.358715,user,INFO,PUT BREAD IN
2022-01-04 19:56:44.824253,Controller,INFO,ALL IS WELL
2022-01-04 19:56:46.824376,Controller,INFO,Beginning execution
2022-01-04 19:56:48.828864,USER INTERFACE,INFO,STARTING
2022-01-04 19:56:51.644985,user,INFO,PUT BREAD IN
2022-01-04 19:56:51.650200,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 19:56:51.654768,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 19:56:51.659204,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 19:57:00.214878,user,INFO,PUT BREAD IN
2022-01-04 19:57:08.787444,user,INFO,PUT BREAD IN
2022-01-04 19:57:14.499627,user,INFO,PUT BREAD IN
2022-01-04 19:57:17.359123,user,INFO,PUT BREAD IN
2022-01-04 19:57:20.215430,user,INFO,PUT BREAD IN
2022-01-04 19:57:43.071738,user,INFO,PUT BREAD IN
2022-01-04 19:58:22.811605,user,INFO,PUT BREAD IN
2022-01-04 19:58:25.675241,user,INFO,PUT BREAD IN
2022-01-04 19:58:39.960522,user,INFO,PUT BREAD IN
2022-01-04 19:58:39.964111,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 19:58:39.967863,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 19:58:39.973828,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 19:58:44.439696,Controller,INFO,ALL IS WELL
2022-01-04 19:58:46.441889,Controller,INFO,Beginning execution
2022-01-04 19:58:48.422304,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 19:58:48.529367,user,INFO,PUT BREAD IN
2022-01-04 19:58:54.243399,user,INFO,PUT BREAD IN
2022-01-04 19:58:59.959748,user,INFO,PUT BREAD IN
2022-01-04 19:59:22.816451,user,INFO,PUT BREAD IN
2022-01-04 19:59:28.531233,user,INFO,PUT BREAD IN
2022-01-04 19:59:39.959802,user,INFO,PUT BREAD IN
2022-01-04 19:59:45.675877,user,INFO,PUT BREAD IN
2022-01-04 19:59:48.531135,user,INFO,PUT BREAD IN
2022-01-04 20:00:22.148256,user,INFO,PUT BREAD IN
2022-01-04 20:00:27.862340,user,INFO,PUT BREAD IN
2022-01-04 20:00:33.577290,user,INFO,PUT BREAD IN
2022-01-04 20:00:33.580971,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:00:33.589211,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 20:00:33.593038,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 20:00:36.483899,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:00:39.286746,user,INFO,PUT BREAD IN
2022-01-04 20:00:42.144962,user,INFO,PUT BREAD IN
2022-01-04 20:01:54.169373,Controller,INFO,ALL IS WELL
2022-01-04 20:01:56.096617,user,INFO,PUT BREAD IN
2022-01-04 20:01:56.100493,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:01:56.102950,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 20:01:56.109859,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 20:01:56.165851,Controller,INFO,Beginning execution
2022-01-04 20:01:57.666267,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:01:58.955179,user,INFO,PUT BREAD IN
2022-01-04 20:02:10.380562,user,INFO,PUT BREAD IN
2022-01-04 20:02:18.955214,user,INFO,PUT BREAD IN
2022-01-04 20:02:27.522141,user,INFO,PUT BREAD IN
2022-01-04 20:02:30.380147,user,INFO,PUT BREAD IN
2022-01-04 20:02:47.526610,user,INFO,PUT BREAD IN
2022-01-04 20:02:50.383929,user,INFO,PUT BREAD IN
2022-01-04 20:02:58.952824,user,INFO,PUT BREAD IN
2022-01-04 20:03:01.812390,user,INFO,PUT BREAD IN
2022-01-04 20:03:07.526750,user,INFO,PUT BREAD IN
2022-01-04 20:03:13.239585,user,INFO,PUT BREAD IN
2022-01-04 20:03:21.811388,user,INFO,PUT BREAD IN
2022-01-04 20:03:24.667780,user,INFO,PUT BREAD IN
2022-01-04 20:03:36.095182,user,INFO,PUT BREAD IN
2022-01-04 20:03:38.955542,user,INFO,PUT BREAD IN
2022-01-04 20:03:44.667924,user,INFO,PUT BREAD IN
2022-01-04 20:03:47.526687,user,INFO,PUT BREAD IN
2022-01-04 20:03:58.952095,user,INFO,PUT BREAD IN
2022-01-04 20:04:21.811485,user,INFO,PUT BREAD IN
2022-01-04 20:04:24.667296,user,INFO,PUT BREAD IN
2022-01-04 20:04:30.383899,user,INFO,PUT BREAD IN
2022-01-04 20:04:44.667497,user,INFO,PUT BREAD IN
2022-01-04 20:04:50.381945,user,INFO,PUT BREAD IN
2022-01-04 20:05:10.380982,user,INFO,PUT BREAD IN
2022-01-04 20:05:16.092966,user,INFO,PUT BREAD IN
2022-01-04 20:05:21.811066,user,INFO,PUT BREAD IN
2022-01-04 20:05:30.383939,user,INFO,PUT BREAD IN
2022-01-04 20:05:44.668703,user,INFO,PUT BREAD IN
2022-01-04 20:05:47.527112,user,INFO,PUT BREAD IN
2022-01-04 20:06:18.955833,user,INFO,PUT BREAD IN
2022-01-04 20:06:38.953606,user,INFO,PUT BREAD IN
2022-01-04 20:06:44.667108,user,INFO,PUT BREAD IN
2022-01-04 20:06:47.528234,user,INFO,PUT BREAD IN
2022-01-04 20:07:01.811833,user,INFO,PUT BREAD IN
2022-01-04 20:07:10.384740,user,INFO,PUT BREAD IN
2022-01-04 20:07:16.096374,user,INFO,PUT BREAD IN
2022-01-04 20:07:18.955151,user,INFO,PUT BREAD IN
2022-01-04 20:07:27.524929,user,INFO,PUT BREAD IN
2022-01-04 20:10:05.040434,user,INFO,PUT BREAD IN
2022-01-04 20:10:05.041150,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:10:08.184590,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:11:19.277271,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:11:22.726773,user,INFO,PUT BREAD IN
2022-01-04 20:11:22.729842,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:11:22.732287,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 20:11:22.736098,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 20:11:23.639400,Controller,INFO,ALL IS WELL
2022-01-04 20:11:25.583660,user,INFO,PUT BREAD IN
2022-01-04 20:11:25.586865,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:11:25.589619,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 20:11:25.594394,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 20:11:25.641819,Controller,INFO,Beginning execution
2022-01-04 20:11:27.645270,USER INTERFACE,INFO,STARTING
2022-01-04 20:11:31.296880,user,INFO,PUT BREAD IN
2022-01-04 20:11:31.300311,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:11:31.302866,USER INTERFACE,INFO,CHOOSING BREAD
2022-01-04 20:11:31.307142,USER INTERFACE,ERROR,TIMEOUT!! start ss
2022-01-04 20:11:57.775251,user,INFO,PUT BREAD IN
2022-01-04 20:11:57.776230,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:11:59.515686,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:12:00.633613,user,INFO,PUT BREAD IN
2022-01-04 20:12:00.634547,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:12:04.385764,Controller,INFO,ALL IS WELL
2022-01-04 20:12:06.389862,Controller,INFO,Beginning execution
2022-01-04 20:12:46.805877,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:12:49.821185,user,INFO,PUT BREAD IN
2022-01-04 20:12:49.822489,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:12:50.740234,Controller,INFO,ALL IS WELL
2022-01-04 20:12:52.742866,Controller,INFO,Beginning execution
2022-01-04 20:12:55.532950,user,INFO,PUT BREAD IN
2022-01-04 20:12:55.533663,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:12:58.391219,user,INFO,PUT BREAD IN
2022-01-04 20:12:58.392825,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:13:01.250242,user,INFO,PUT BREAD IN
2022-01-04 20:13:01.251305,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:14:15.919504,user,INFO,PUT BREAD IN
2022-01-04 20:14:15.920643,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:14:18.000179,USER INTERFACE,INFO,WINDOW CLOSED
2022-01-04 20:14:18.776231,user,INFO,PUT BREAD IN
2022-01-04 20:14:18.777199,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:14:21.632796,user,INFO,PUT BREAD IN
2022-01-04 20:14:21.633947,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
2022-01-04 20:14:22.576715,Controller,INFO,ALL IS WELL
2022-01-04 20:14:24.488799,user,INFO,PUT BREAD IN
2022-01-04 20:14:24.490619,Controller,INFO,"USER PUT BREAD IN, ADDING TO QUEUE"
